INSTNM,CITY,STABBR,INSTURL,ADM_RATE,ADM_RATE_ALL,SAT_AVG,ACTCMMID,Agriculture,CIP03BACHL,Architecture,CIP05BACHL,Communications/Journalism,CIP10BACHL,Computer and Information Sciences,Culinary Services,Education,Engineering,CIP15BACHL,CIP16BACHL,CIP19BACHL,Legal Professions and Studies,English Language and Literature,Liberal Arts and Sciences,CIP25BACHL,Biological and Biomedical Sciences,Mathematics and Statistics,CIP29BACHL,CIP30BACHL,CIP31BACHL,Philosophy and Religious Studies,CIP39BACHL,CIP40BACHL,CIP41BACHL,Psychology,CIP43BACHL,CIP44BACHL,Social Sciences,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,Visual and Performing Arts,CIP51BACHL,Business,History,COSTT4_A
Lancaster School of Cosmetology,Lancaster,PA,lancasterschoolofcosmetology.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lansdale School of Business,North Wales,PA,www.LSB.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240
Lansdale School of Cosmetology Inc,Lansdale,PA,www.lansdalebeauty.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lebanon Valley College,Annville,PA,www.lvc.edu,0.7055,0.705462531,NULL,NULL,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,47570
Lehigh Carbon Community College,Schnecksville,PA,www.lccc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011
Berks Technical Institute,Wyomissing,PA,www.berks.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20851
Lehigh University,Bethlehem,PA,www.lehigh.edu,0.3427,0.342685893,1326,30,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,57043
Levittown Beauty Academy,Levittown,PA,www.levittownbeautyacademy.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lincoln Technical Institute-Allentown,Allentown,PA,www.lincolnedu.com/campus/allentown-pa,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lincoln Technical Institute-Philadelphia,Philadelphia,PA,www.lincolnedu.com/campus/philadelphia-pa,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lincoln University,Lincoln University,PA,www.lincoln.edu,0.2716,0.271638331,862,19,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,23239
Lock Haven University,Lock Haven,PA,www.lhup.edu,0.9339,0.933934808,947,20,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,20824
St Margaret School of Nursing,Pittsburgh,PA,www.upmc.com/locations/hospitals/st-margaret/careers/nursing-school/pages/default.aspx,0.8512,0.851239669,1008,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28340
Lutheran Theological Seminary at Gettysburg,Gettysburg,PA,www.ltsg.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Lutheran Theological Seminary at Philadelphia,Philadelphia,PA,ltsp.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Luzerne County Community College,Nanticoke,PA,www.luzerne.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11020
Lycoming College,Williamsport,PA,www.lycoming.edu,0.7222,0.722222222,1043,23,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,45746
Manor College,Jenkintown,PA,www.manor.edu,0.5376,0.537562604,758,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23097
Mansfield University of Pennsylvania,Mansfield,PA,www.mansfield.edu,0.907,0.907024793,950,20,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,2,1,1,20711
Marywood University,Scranton,PA,www.marywood.edu/,0.7418,0.741828517,1030,NULL,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,44393
Vet Tech Institute,Pittsburgh,PA,www.vettechinstitute.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20891
Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,www.roxboroughmemorial.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Mercyhurst University,Erie,PA,www.mercyhurst.edu,0.8034,0.803448276,NULL,NULL,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,2,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,43351
Messiah College,Mechanicsburg,PA,www.messiah.edu,0.7998,0.799757282,1125,25,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,42624
Metropolitan Career Center Computer Technology Institute,Philadelphia,PA,cti-careers.org/,0.5909,0.590909091,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34435
Millersville University of Pennsylvania,Millersville,PA,www.millersville.edu,0.6871,0.687095731,1012,21,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,20437
Misericordia University,Dallas,PA,www.misericordia.edu,0.7146,0.714634146,1074,24,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,2,2,1,40111
Montgomery County Community College,Blue Bell,PA,www.mc3.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11798
Moore College of Art and Design,Philadelphia,PA,www.moore.edu,0.5862,0.586206897,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49020
Moravian College,Bethlehem,PA,www.moravian.edu,0.862,0.861979167,1022,22,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,47447
Mount Aloysius College,Cresson,PA,www.mtaloy.edu/,0.7398,0.739821883,913,18,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,32332
Muhlenberg College,Allentown,PA,www.muhlenberg.edu,0.528,0.528001697,NULL,NULL,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,55200
Brightwood Career Institute-Philadelphia,Philadelphia,PA,www.brightwoodcareer.edu/philadelphia-pa/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Neumann University,Aston,PA,www.neumann.edu,0.9404,0.940427699,853,17,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,38072
New Castle School of Trades,New Castle,PA,www.ncstrades.edu,1,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Northampton County Area Community College,Bethlehem,PA,www.northampton.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10924
Pittsburgh's Ohio Valley Hospital School of Nursing,McKees Rocks,PA,www.ohiovalleyhospital.org,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Orleans Technical Institute,Philadelphia,PA,www.orleanstech.edu,0.5348,0.534782609,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,Johnstown,PA,www.pacas.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Salus University,Elkins Park,PA,www.Salus.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania Institute of Technology,Media,PA,www.pit.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18460
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,psbehrend.psu.edu/,0.867,0.626517667,1054,23,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,1,1,2,1,28674
Pennsylvania State University-Penn State Great Valley,Malvern,PA,www.sgps.psu.edu/,NULL,0.626517667,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania State University-College of Medicine,Hershey,PA,www.pennstatehershey.org/web/college/home,NULL,0.626517667,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,nk.psu.edu/,0.8123,0.626517667,974,20,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,20140
Pennsylvania State University-Penn State Shenango,Sharon,PA,shenango.psu.edu,0.6716,0.626517667,885,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,21818
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,wb.psu.edu/,0.838,0.626517667,964,19,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,21102
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,worthingtonscranton.psu.edu/,0.7611,0.626517667,959,20,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20069
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,www.lv.psu.edu/,0.8512,0.626517667,1003,22,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,19896
Pennsylvania State University-Penn State Altoona,Altoona,PA,www.altoona.psu.edu/,0.8835,0.626517667,1001,22,0,1,0,0,1,0,2,0,1,1,0,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,1,1,28799
Pennsylvania State University-Penn State Beaver,Monaca,PA,www.beaver.psu.edu/,0.8107,0.626517667,954,19,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,23197
Pennsylvania State University-Penn State Berks,Reading,PA,www.berks.psu.edu/,0.8866,0.626517667,973,22,0,0,0,1,1,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,27877
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,hbg.psu.edu/,0.8208,0.626517667,1024,23,0,0,0,1,1,0,2,0,1,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,2,0,27487
Pennsylvania State University-Penn State Brandywine,Media,PA,www.brandywine.psu.edu/,0.8477,0.626517667,968,22,0,0,0,1,1,0,2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,19966
Pennsylvania State University-Penn State DuBois,DuBois,PA,www.dubois.psu.edu/,0.8862,0.626517667,925,20,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,21000
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,www.fe.psu.edu/,0.8359,0.626517667,914,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,20148
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,hazleton.psu.edu/,0.8598,0.626517667,946,21,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,26567
Pennsylvania State University-Main Campus,University Park,PA,www.psu.edu/,0.5029,0.626517667,1196,27,2,1,1,1,1,0,2,0,2,2,0,1,2,0,1,1,0,1,1,0,1,1,1,0,1,1,2,2,0,2,0,0,0,0,2,2,2,1,33326
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,ga.psu.edu,0.7584,0.626517667,967,21,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,24564
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,www.montalto.psu.edu/,0.7802,0.626517667,948,22,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,26224
Pennsylvania State University-Penn State Abington,Abington,PA,www.abington.psu.edu/,0.7934,0.626517667,951,21,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,19724
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,www.sl.psu.edu,0.7478,0.626517667,899,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,23930
Pennsylvania State University-Penn State York,York,PA,www.yk.psu.edu/,0.8335,0.626517667,1021,22,0,0,0,0,1,0,2,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19907
Peirce College,Philadelphia,PA,https://www.peirce.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,19083
Penn Commercial Business/Technical School,Washington,PA,www.penncommercial.edu,0.8866,0.886554622,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29153
Pennco Tech-Bristol,Bristol,PA,www.penncotech.edu/pennco-bristol.php,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,Du Bois,PA,www.pafa.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,https://www.pafa.org,0.9811,0.981132075,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45725
Pennsylvania Gunsmith School,Pittsburgh,PA,www.pagunsmith.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania Institute of Taxidermy Inc,Ebensburg,PA,www.studytaxidermy.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Cortiva Institute-Pennsylvania School of Muscle Therapy,King of Prussia,PA,www.cortiva.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pennsylvania College of Art and Design,Lancaster,PA,www.pcad.edu,0.4229,0.422857143,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28564
University of Pennsylvania,Philadelphia,PA,www.upenn.edu,0.1037,0.103663637,1452,33,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,61800
Philadelphia University,Philadelphia,PA,www.philau.edu,0.6394,0.639395846,1074,23,0,0,1,0,2,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,2,2,0,48575
The University of the Arts,Philadelphia,PA,www.uarts.edu,0.6954,0.695448461,1006,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53508
Cairn University-Langhorne,Langhorne,PA,www.cairn.edu,0.978,0.977987421,993,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,33730
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,www.pcom.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
University of the Sciences,Philadelphia,PA,www.usciences.edu,0.5788,0.57883672,1169,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,50483
Community College of Philadelphia,Philadelphia,PA,www.ccp.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11728
University of Pittsburgh-Bradford,Bradford,PA,www.upb.pitt.edu/,0.6542,0.574157567,985,22,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,24809
University of Pittsburgh-Greensburg,Greensburg,PA,www.greensburg.pitt.edu/,0.7452,0.574157567,1011,21,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,23352
University of Pittsburgh-Johnstown,Johnstown,PA,www.upj.pitt.edu,0.8018,0.574157567,1014,22,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,24609
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,www.pitt.edu,0.5312,0.574157567,1275,29,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,31828
University of Pittsburgh-Titusville,Titusville,PA,www.upt.pitt.edu,0.7707,0.574157567,881,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23724
Beaver Falls Beauty Academy,Beaver Falls,PA,bfbeauty.com/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pittsburgh Institute of Aeronautics,West Mifflin,PA,www.pia.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32451
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,www.pims.edu,0.6446,0.644628099,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Pittsburgh Technical Institute,Oakdale,PA,www.pti.edu,0.8532,0.853150407,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26763
Pittsburgh Theological Seminary,Pittsburgh,PA,www.pts.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Prism Career Institute-Upper Darby,Upper Darby,PA,www.prismcareerinstitute.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39119
Point Park University,Pittsburgh,PA,www.pointpark.edu,0.7074,0.707408475,995,22,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,2,1,38106
Joseph F McCloskey School of Nursing at Schuylkill Health,Pottsville,PA,www.schuylkillhealthschoolofnursing.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
The Salon Professional Academy-Altoona,Altoona,PA,www.tspaaltoona.com,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Reading Area Community College,Reading,PA,www.racc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14381
Reading Hospital School of Health Sciences,Reading,PA,www.readinghealth.org,0.2456,0.245614035,930,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23649
Reconstructionist Rabbinical College,Wyncote,PA,www.rrc.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Reformed Presbyterian Theological Seminary,Pittsburgh,PA,www.rpts.edu,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
The Restaurant School at Walnut Hill College,Philadelphia,PA,www.walnuthillcollege.edu,0.8746,0.874643875,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34684
Brightwood Career Institute-Broomall,Broomall,PA,www.brightwoodcareer.edu/broomall-pa/,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Robert Morris University,Moon Township,PA,www.rmu.edu,0.762,0.762038259,1051,22,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,1,0,2,0,0,0,0,1,2,2,0,39552
Rosedale Technical College,Pittsburgh,PA,www.rosedaletech.org,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29112
Rosemont College,Rosemont,PA,www.rosemont.edu,0.5788,0.57875,993,25,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,2,1,45736
Saint Francis University,Loretto,PA,www.francis.edu,0.6872,0.687195122,1033,23,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,44190
